"","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"6687","No","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",109.75,7758.9,"No"
"6689","No","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.3,224.5,"No"
"6696","No","Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",71.1,5224.95,"No"
"6698","No","No","No",30,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",79.3,2427.1,"No"
"6699","No","No","No",40,"Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",89.6,3488.15,"No"
"6700","No","No","No",54,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",20.5,1035.7,"No"
"6702","No","Yes","Yes",28,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",100.35,2799,"No"
"6705","No","Yes","Yes",59,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",106.15,6256.2,"No"
"6707","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.9,19.9,"No"
"6708","Yes","Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.7,1937.4,"No"
"6709","Yes","No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.3,1096.25,"Yes"
"6711","No","Yes","Yes",48,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",69.7,3023.65,"No"
"6712","No","Yes","Yes",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.35,4889.2,"No"
"6713","No","Yes","Yes",28,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",85.45,2289.9,"No"
"6717","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.1,228,"Yes"
"6719","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75,209.1,"Yes"
"6720","No","Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.75,1864.2,"No"
"6721","No","Yes","Yes",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.1,5979.7,"No"
"6723","Yes","Yes","No",67,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",107.05,7142.5,"No"
"6726","No","Yes","No",37,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.5,805.2,"No"
"6727","Yes","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.75,154.85,"Yes"
"6731","No","Yes","Yes",15,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.65,332.65,"No"
"6732","No","No","No",24,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.55,470.2,"No"
"6735","No","No","No",12,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",50.25,593.75,"Yes"
"6743","No","Yes","Yes",52,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",79.2,4016.3,"No"
"6744","No","No","No",10,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24,226.55,"No"
"6746","No","No","No",54,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.1,5440.9,"Yes"
"6750","No","Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",79.4,5528.9,"No"
"6753","No","No","No",12,"No","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",49.85,552.1,"No"
"6754","No","Yes","Yes",56,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)",68.75,3815.4,"No"
"6756","No","No","No",42,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",79.9,3313.4,"No"
"6758","No","Yes","Yes",51,"No","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",59.3,3014.65,"Yes"
"6759","No","No","No",27,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",19.4,460.25,"No"
"6760","Yes","Yes","No",51,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",93.65,4839.15,"No"
"6761","No","No","Yes",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,184.4,"Yes"
"6762","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.9,19.9,"No"
"6765","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.2,69.2,"Yes"
"6767","No","Yes","Yes",14,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.75,309.35,"No"
"6768","No","Yes","No",57,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",55.7,3171.6,"No"
"6769","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",117.5,8670.1,"No"
"6771","No","Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",78.9,299.75,"No"
"6773","No","No","No",38,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Mailed check",62.3,2354.8,"Yes"
"6774","Yes","Yes","No",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.5,3473.4,"Yes"
"6775","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.65,19.65,"No"
"6778","No","Yes","No",3,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",29.9,92.25,"No"
"6781","No","Yes","Yes",13,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.8,559.2,"No"
"6783","No","No","No",11,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",51.1,531.15,"No"
"6787","No","No","No",11,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",48.55,501,"Yes"
"6788","No","Yes","Yes",35,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.95,3782.4,"No"
"6794","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",108.4,7767.25,"No"
"6795","No","No","No",43,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.55,876.15,"No"
"6799","No","No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,886.7,"No"
"6804","No","Yes","Yes",43,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",91.25,4013.8,"No"
"6808","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",20.4,107.6,"No"
"6809","No","No","No",39,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",100.45,3801.7,"No"
"6810","Yes","Yes","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.95,308.7,"Yes"
"6812","No","Yes","No",1,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.35,50.35,"Yes"
"6813","Yes","No","No",45,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.7,3778.1,"No"
"6814","No","Yes","No",64,"No","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Electronic check",47.85,3147.5,"Yes"
"6815","Yes","Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",94,5438.95,"No"
"6820","Yes","No","No",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.8,5617.75,"Yes"
"6821","No","Yes","No",59,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",93.35,5386.5,"No"
"6822","No","No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.85,1776.95,"Yes"
"6823","Yes","Yes","No",32,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",80.3,2483.05,"Yes"
"6824","No","No","No",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",50.55,235.65,"No"
"6826","No","No","No",27,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",81.3,2272.8,"No"
"6830","No","Yes","Yes",8,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.6,125,"No"
"6834","Yes","No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",103.6,1806.35,"No"
"6838","Yes","No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.7,497.6,"No"
"6847","No","No","No",1,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",79.55,79.55,"Yes"
"6853","No","Yes","Yes",44,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",61.9,2924.05,"No"
"6855","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20,32.7,"No"
"6856","No","No","No",42,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",67.7,2882.25,"No"
"6859","No","Yes","Yes",25,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",89.1,2368.4,"Yes"
"6862","No","Yes","Yes",14,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",91.65,1301,"Yes"
"6867","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.45,95.45,"Yes"
"6871","No","No","No",49,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.6,3720.35,"No"
"6872","No","Yes","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",94.6,5025.8,"No"
"6873","No","Yes","No",63,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",81.15,5224.5,"No"
"6877","No","Yes","No",62,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",104.3,6613.65,"No"
"6879","No","No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.5,573.3,"Yes"
"6884","No","No","Yes",34,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.35,3688.6,"No"
"6886","No","No","Yes",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.75,871.4,"Yes"
"6889","No","Yes","Yes",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.7,239.45,"No"
"6892","No","Yes","No",4,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",29.05,129.6,"No"
"6899","No","Yes","Yes",22,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Mailed check",100.05,2090.25,"No"
"6908","No","No","No",41,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.25,2868.05,"Yes"
"6912","No","Yes","Yes",57,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",20.1,1087.7,"No"
"6913","No","No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.5,791.7,"No"
"6914","No","Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",108.75,7493.05,"No"
"6917","No","No","Yes",44,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.55,819.95,"No"
"6918","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Two year","Yes","Bank transfer (automatic)",84.05,6052.25,"No"
"6925","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35,69.35,"Yes"
"6929","No","Yes","Yes",48,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","Yes","Credit card (automatic)",55.8,2651.2,"No"
"6931","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.15,216.75,"Yes"
"6933","No","No","No",10,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",56.75,503.25,"No"
"6935","No","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104.15,7365.3,"No"
"6938","No","No","No",28,"No","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",35.75,961.4,"No"
"6942","No","Yes","Yes",61,"No","No","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",50.7,3088.75,"No"
"6948","No","Yes","Yes",68,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",101.05,6770.5,"No"
"6954","Yes","No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",82,1127.2,"Yes"
"6956","No","No","No",12,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.05,523.1,"No"
"6957","Yes","No","No",67,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",64.55,4250.1,"No"
"6958","No","No","No",9,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",86.25,770.5,"No"
"6962","No","Yes","No",24,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.4,1747.85,"Yes"
"6964","No","Yes","Yes",9,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.6,897.75,"No"
"6969","Yes","No","No",22,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.4,1692.6,"Yes"
"6977","No","Yes","No",62,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",72,4284.2,"No"
"6978","No","No","No",24,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",49.7,1218.25,"No"
"6981","Yes","No","No",16,"No","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",39,679.85,"Yes"
"6990","No","Yes","Yes",20,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",76,1588.75,"No"
"6995","No","Yes","Yes",43,"Yes","Yes","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",24.45,993.15,"No"
"7001","No","No","No",67,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",20.55,1343.4,"No"
"7002","No","No","No",3,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",49.9,130.1,"Yes"
"7003","No","Yes","No",64,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.4,6794.75,"No"
"7007","No","No","No",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",104.5,4036.85,"Yes"
"7009","Yes","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.05,256.25,"Yes"
"7010","No","No","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",81,1917.1,"Yes"
"7011","Yes","Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.45,74.45,"Yes"
"7012","No","No","No",4,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",60.4,272.15,"Yes"
"7013","No","Yes","No",62,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",84.95,5150.55,"No"
"7014","No","No","No",40,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",93.4,3756.4,"No"
"7016","Yes","Yes","No",34,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.2,2874.45,"No"
"7020","No","No","No",39,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.15,826,"No"
"7021","No","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",19.2,239,"No"
"7024","Yes","Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.5,6479.4,"No"
"7026","No","No","No",18,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.05,1679.4,"No"
"7028","No","No","No",13,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Mailed check",73.35,931.55,"No"
"7033","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.75,75.75,"Yes"
"7035","No","No","No",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",102.95,6886.25,"Yes"
"7036","No","No","No",19,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",78.7,1495.1,"No"
"7038","No","No","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",21.15,1419.4,"No"
"7041","No","Yes","Yes",11,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",29.6,346.45,"No"
